Created Date,Agency,Complaint Type,Location Type,Street Name,City
June,DEP,Noise,,1 AVENUE,NEW YORK
June,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,LINCOLN AVENUE,BROOKLYN
June,NYPD,Noise - Residential,Residential Building/House,ANDREWS AVENUE,BRONX
June,NYPD,Noise - Residential,Residential Building/House,EAST 165 STREET,BRONX
June,DEP,Water System,,GRAND CONCOURSE,BRONX
June,DSNY,Sanitation Condition,Street,77 AVENUE,Ridgewood
June,DOT,Highway Condition,Highway,,ELMHURST
June,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,ISHAM STREET,NEW YORK
June,NYPD,Noise - Commercial,Club/Bar/Restaurant,WEST 46 STREET,NEW YORK
June,NYPD,Noise - Residential,Residential Building/House,EAST 115 STREET,NEW YORK
June,NYPD,Noise - Residential,Residential Building/House,,NEW YORK
June,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,UNION STREET,BROOKLYN
June,NYPD,Noise - Vehicle,Street/Sidewalk,WEST 205 STREET,BRONX
June,DEP,Water System,,BOYNTON AVENUE,BRONX
June,NYPD,Noise - Residential,Residential Building/House,ELLWOOD STREET,NEW YORK
June,DEP,Water System,,108 STREET,Corona
June,TLC,Taxi Complaint,,BROADWAY,NEW YORK
June,DSNY,Sanitation Condition,Sidewalk,,BRONX
June,NYPD,Animal Abuse,Street/Sidewalk,,WOODHAVEN
June,DSNY,Derelict Vehicles,Street,154 STREET,Jamaica
June,DPR,New Tree Request,Street,EDGECOMB AVENUE,NEW YORK
June,NYPD,Illegal Parking,Street/Sidewalk,70 STREET,MIDDLE VILLAGE
June,DEP,Water System,,BRISTOW STREET,BRONX
June,NYPD,Animal Abuse,Street/Sidewalk,FDR DRIVE,NEW YORK
June,NYPD,Noise - Residential,Residential Building/House,WEST 30 STREET,NEW YORK
June,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,ALBEMARLE ROAD,BROOKLYN
June,NYPD,Blocked Driveway,Street/Sidewalk,LEONARD STREET,BROOKLYN
June,DOB,General Construction/Plumbing,,EAST  132 STREET,BRONX
June,DHS,Homeless Person Assistance,Park/Playground,HILLSIDE AVENUE,
June,DEP,Water System,,,Hollis
June,NYPD,Noise - Residential,Residential Building/House,EAST 19 STREET,BROOKLYN
June,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,EAST  224 STREET,BRONX
June,DOF,DOF Property - Reduction Issue,"1-, 2- and 3- Family Home",,BROOKLYN
June,DOF,DOF Property - Reduction Issue,"1-, 2- and 3- Family Home",,BROOKLYN
June,DEP,Water System,,,BRONX
June,DOT,Street Condition,,,Springfield Gardens
June,DOT,Curb Condition,Curb,BAY 29 STREET,BROOKLYN
June,DOB,Elevator,,HERKIMER STREET,BROOKLYN
June,NYPD,Blocked Driveway,Street/Sidewalk,EAST 66 STREET,BROOKLYN
June,NYPD,Noise - Residential,Residential Building/House,57 DRIVE,MASPETH
June,NYPD,Noise - Residential,Residential Building/House,TINTON AVENUE,BRONX
June,DOT,Street Light Condition,,18 ST E,
June,DOB,Elevator,,WEST  127 STREET,NEW YORK
June,DOF,DOF Property - Reduction Issue,Condo Unit,,STATEN ISLAND
June,DEP,Noise,,GREENWICH STREET,NEW YORK
June,DSNY,Missed Collection (All Materials),Sidewalk,CORTELYOU AVENUE,STATEN ISLAND
June,DOT,Broken Muni Meter,Street,,NEW YORK
June,DSNY,Derelict Vehicles,Street,GRAND AVENUE,BRONX
June,DPR,Dead/Dying Tree,Street,PARK AVENUE,NEW YORK
June,DOB,Plumbing,,WEST   37 STREET,NEW YORK
June,DFTA,Housing - Low Income Senior,Senior Address,,BROOKLYN
June,DEP,Water System,,26 AVENUE,Astoria
June,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,AMSTERDAM AVENUE,NEW YORK
June,DOHMH,Indoor Sewage,3+ Family Apt. Building,NEW YORK AVENUE,BROOKLYN
June,DPR,Dead/Dying Tree,Street,2 STREET,BROOKLYN
June,DOT,Broken Muni Meter,Street,BROADWAY,NEW YORK
June,DOT,Street Condition,,,BROOKLYN
June,DOT,Street Light Condition,,,BRONX
June,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,ELMHURST AVENUE,Elmhurst
June,DEP,Noise,,EAST  133 STREET,BRONX
June,DPR,Dead/Dying Tree,Street,EAST 15 STREET,BROOKLYN
June,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,MILLER AVENUE,BROOKLYN
June,DOB,General Construction/Plumbing,,EAST   29 STREET,NEW YORK
June,TLC,Taxi Report,,MYRTLE AVENUE,BROOKLYN
June,DOT,Street Condition,,GREENE AVENUE,Ridgewood
June,DPR,Root/Sewer/Sidewalk Condition,Street,77 STREET,BROOKLYN
June,TLC,Taxi Complaint,,,NEW YORK
June,DOF,SCRIE,Senior Address,,NEW YORK
June,HPD,PLUMBING,RESIDENTIAL BUILDING,HENDERSON AVENUE,STATEN ISLAND
June,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,PLIMPTON AVENUE,BRONX
June,DOB,Elevator,,BRONX BOULEVARD,BRONX
June,DEP,Water System,,,BROOKLYN
June,NYPD,Noise - Commercial,Club/Bar/Restaurant,BROOME STREET,NEW YORK
June,DEP,Noise,,,NEW YORK
June,DPR,New Tree Request,Street,COLLFIELD AVENUE,STATEN ISLAND
June,NYPD,Traffic,Street/Sidewalk,,BROOKLYN
June,NYPD,Animal Abuse,Residential Building/House,147 STREET,JAMAICA
June,TLC,Taxi Complaint,,,NEW YORK
June,DPR,Maintenance or Facility,Beach,,BROOKLYN
June,DOB,Elevator,,EDWARD L GRANT HIGHWAY,BRONX
June,NYPD,Blocked Driveway,Street/Sidewalk,WEST 5 STREET,BROOKLYN
June,DEP,Noise,,93 STREET,Jackson Heights
June,NYPD,Blocked Driveway,Street/Sidewalk,109 AVENUE,SOUTH OZONE PARK
June,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,RIVERSIDE DRIVE,NEW YORK
June,DHS,Homeless Person Assistance,Other,QUEENS BOULEVARD,FOREST HILLS
June,DHS,Homeless Person Assistance,Store/Commercial,BROADWAY,NEW YORK
June,DOHMH,Rodent,3+ Family Mixed Use Building,LAMONT AVENUE,STATEN ISLAND
June,DOHMH,Rodent,3+ Family Apt. Building,EAST  173 STREET,BRONX
June,DEP,Water System,,HUNTS POINT AVENUE,BRONX
June,DSNY,Other Enforcement,Sidewalk,FOWLER AVENUE,Flushing
June,DOT,Broken Muni Meter,Street,,BROOKLYN
June,HPD,PLUMBING,RESIDENTIAL BUILDING,CARROLL STREET,BROOKLYN
June,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,WEST  105 STREET,NEW YORK
June,NYPD,Derelict Vehicle,Street/Sidewalk,CLARENDON ROAD,BROOKLYN
June,NYPD,Illegal Parking,Street/Sidewalk,MADISON STREET,NEW YORK
June,DOF,DOF Property - Reduction Issue,"1-, 2- and 3- Family Home",,BROOKLYN
June,DOT,Street Condition,Street,60 STREET,BROOKLYN
June,DEP,Water System,,220 STREET,Oakland Gardens
June,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,NAGLE AVENUE,NEW YORK
June,DPR,Agency Issues,,,
June,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,STERLING STREET,BROOKLYN
June,NYPD,Noise - Residential,Residential Building/House,WEST 134 STREET,NEW YORK
June,NYPD,Noise - Residential,Residential Building/House,EAST 180 STREET,BRONX
June,NYPD,Noise - Vehicle,Street/Sidewalk,,NEW YORK
June,DPR,Root/Sewer/Sidewalk Condition,Street,69 ROAD,MIDDLE VILLAGE
June,DHS,Homeless Person Assistance,Other,ADAM C POWELL BOULEVARD,NEW YORK
June,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,CENTREVILLE STREET,Ozone Park
June,NYPD,Blocked Driveway,Street/Sidewalk,CALHOUN AVENUE,BRONX
June,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,WEST 188 STREET,BRONX
June,NYPD,Noise - Residential,Residential Building/House,WEST 143 STREET,NEW YORK
June,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,,FOREST HILLS
June,NYPD,Illegal Parking,Street/Sidewalk,,FLUSHING
June,NYPD,Illegal Parking,Street/Sidewalk,GREENE AVENUE,RIDGEWOOD
June,NYPD,Noise - Residential,Residential Building/House,GREENE AVENUE,BROOKLYN
June,NYPD,Noise - Residential,Residential Building/House,PROSPECT PLACE,BROOKLYN
June,NYPD,Noise - Residential,Residential Building/House,KENILWORTH PLACE,BROOKLYN
June,NYPD,Noise - Vehicle,Street/Sidewalk,PUTNAM AVENUE,BROOKLYN
June,DEP,Noise,,,
June,NYPD,Noise - Residential,Residential Building/House,EAST 187 STREET,BRONX
June,NYPD,Noise - Residential,Residential Building/House,12 STREET,ASTORIA
June,NYPD,Derelict Vehicle,Street/Sidewalk,EAST 163 STREET,BRONX
June,NYPD,Derelict Vehicle,Street/Sidewalk,42 AVENUE,FLUSHING
June,NYPD,Derelict Vehicle,Street/Sidewalk,,MASPETH
June,NYPD,Noise - Residential,Residential Building/House,BERGAN STREET,BROOKLYN
June,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,ELLWOOD STREET,NEW YORK
June,NYPD,Noise - Residential,Residential Building/House,HULL STREET,BROOKLYN
June,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,ELMHURST AVENUE,Elmhurst
June,NYPD,Noise - Residential,Residential Building/House,CARROLL STREET,BROOKLYN
June,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,EAST 78 STREET,NEW YORK
June,NYPD,Noise - Residential,Residential Building/House,EAST 8 STREET,BROOKLYN
June,NYPD,Noise - Residential,Residential Building/House,BRITTON AVENUE,ELMHURST
June,NYPD,Noise - Commercial,Store/Commercial,WEST 145 STREET,NEW YORK
June,DOT,Street Condition,,,BRONX
June,DSNY,Derelict Vehicles,Street,AVENUE T,BROOKLYN
June,NYPD,Blocked Driveway,Street/Sidewalk,BLEECKER STREET,RIDGEWOOD
June,DEP,Water System,,,NEW YORK
June,DEP,Sewer,,BUTTONWOOD ROAD,STATEN ISLAND
June,NYPD,Illegal Parking,Street/Sidewalk,ROCKAWAY BOULEVARD,SOUTH OZONE PARK
June,DPR,Damaged Tree,Street,DE REIMER AVENUE,BRONX
June,DOT,Sidewalk Condition,Sidewalk,AMSTERDAM AVENUE,NEW YORK
June,DOT,Street Light Condition,,BAISLEY POND PARK,
June,DEP,Noise,,6 AVENUE,NEW YORK
June,DOT,Broken Muni Meter,Street,13 AVENUE,BROOKLYN
June,NYPD,Blocked Driveway,Street/Sidewalk,34 STREET,ASTORIA
June,DOT,Street Light Condition,,,BROOKLYN
June,DOB,Special Enforcement,,FOREST AVENUE,STATEN ISLAND
June,DSNY,Missed Collection (All Materials),Sidewalk,GRACE AVENUE,BRONX
June,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,3 AVENUE,NEW YORK
June,DOT,Street Condition,Street,RICHMOND ROAD,STATEN ISLAND
June,HRA,Benefit Card Replacement,NYC Street Address,,
June,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST   96 STREET,NEW YORK
June,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,SHERMAN AVENUE,BRONX
June,NYPD,Illegal Parking,Street/Sidewalk,DALTON AVENUE,STATEN ISLAND
June,NYPD,Noise - Residential,Residential Building/House,DAVIDSON AVENUE,BRONX
June,DSNY,Sanitation Condition,Street,LIBERTY AVENUE,BROOKLYN
June,DSNY,Literature Request,Other,WATERBURY AVENUE,BRONX
June,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,39 PLACE,Sunnyside
June,DOT,Street Light Condition,,,
June,DOT,Street Light Condition,,,BROOKLYN
June,NYPD,Illegal Parking,Street/Sidewalk,EAST 102 STREET,NEW YORK
June,NYPD,Noise - Residential,Residential Building/House,CAMBRIDGE PLACE,BROOKLYN
June,HPD,GENERAL,RESIDENTIAL BUILDING,PALMETTO STREET,Ridgewood
June,DOB,General Construction/Plumbing,,JAMAICA AVENUE,Jamaica
June,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,HOWARD AVENUE,BROOKLYN
June,DOF,SCRIE,Senior Address,,REGO PARK
June,DOT,Street Condition,,108 STREET,Forest Hills
June,NYPD,Noise - Residential,Residential Building/House,TAYLOR AVENUE,BRONX
June,DEP,Water System,,,NEW YORK
June,NYPD,Noise - Residential,Residential Building/House,5 AVENUE,BROOKLYN
June,NYPD,Blocked Driveway,Street/Sidewalk,62 STREET,RIDGEWOOD
June,DHS,Homeless Person Assistance,Store/Commercial,3 AVENUE,NEW YORK
June,DPR,Overgrown Tree/Branches,Street,215 STREET,QUEENS VILLAGE
June,NYPD,Illegal Parking,Street/Sidewalk,WYCKOFF AVENUE,BROOKLYN
June,DOT,Street Condition,Street,,STATEN ISLAND
June,NYPD,Illegal Parking,Street/Sidewalk,42 AVENUE,ELMHURST
June,DEP,Lead,,EAST  173 STREET,BRONX
June,NYPD,Illegal Parking,Street/Sidewalk,WAINWRIGHT AVENUE,STATEN ISLAND
June,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,EAST   25 STREET,BROOKLYN
June,DSNY,Missed Collection (All Materials),Sidewalk,133 STREET,Richmond Hill
June,DSNY,Dirty Conditions,Lot,19 AVENUE,Whitestone
June,NYPD,Illegal Parking,Street/Sidewalk,AUSTIN STREET,FOREST HILLS
June,DOT,Traffic Signal Condition,,,
June,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,CHISHOLM STREET,BRONX
June,DOT,Street Light Condition,,56 STREET,BROOKLYN
June,NYPD,Illegal Parking,Street/Sidewalk,BATH AVENUE,BROOKLYN
June,NYPD,Noise - Residential,Residential Building/House,149 AVENUE,HOWARD BEACH
June,DSNY,Missed Collection (All Materials),Sidewalk,HAWTREE STREET,Ozone Park
June,DOT,Street Light Condition,,,
June,DOB,Elevator,,OCEAN AVENUE,BROOKLYN
June,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,MADISON STREET,BROOKLYN
June,DSNY,Missed Collection (All Materials),Sidewalk,BUEL AVENUE,STATEN ISLAND
June,NYPD,Illegal Parking,Street/Sidewalk,MEREDITH AVENUE,STATEN ISLAND
June,NYPD,Noise - Residential,Residential Building/House,64 STREET,WOODSIDE
June,HPD,PLUMBING,RESIDENTIAL BUILDING,NAGLE AVENUE,NEW YORK
June,DOT,Broken Muni Meter,Street,,BRONX
June,NYPD,Derelict Vehicle,Street/Sidewalk,WASHINGTON PLACE,STATEN ISLAND
June,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,6 AVENUE,BROOKLYN
June,DPR,New Tree Request,Street,110 STREET,RICHMOND HILL
June,DPR,New Tree Request,Street,WEBSTER AVENUE,BRONX
June,DOHMH,Rodent,Catch Basin/Sewer,,NEW YORK
June,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST  141 STREET,NEW YORK
June,DEP,Noise,,EAST   75 STREET,NEW YORK
June,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,MATTHEWS AVENUE,BRONX
June,DHS,Homeless Person Assistance,Street/Sidewalk,10 AVENUE,NEW YORK
June,HRA,Benefit Card Replacement,NYC Street Address,,
June,DOT,Broken Muni Meter,Street,PELHAM PARKWAY SOUTH,BRONX
June,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,WEST  141 STREET,NEW YORK
June,NYPD,Illegal Parking,Street/Sidewalk,PUTNAM AVENUE,BROOKLYN
June,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,19 AVENUE,BROOKLYN
June,NYPD,Noise - Residential,Residential Building/House,DECATUR STREET,BROOKLYN
June,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,INWOOD AVENUE,BRONX
June,NYPD,Noise - Residential,Residential Building/House,AVENUE L,BROOKLYN
June,TLC,For Hire Vehicle Report,Street,JFK,JAMAICA
June,DEP,Noise,,MORGAN AVENUE,BROOKLYN
June,DSNY,Dirty Conditions,Sidewalk,150 PLACE,Flushing
June,DSNY,Dirty Conditions,Sidewalk,WEST   97 STREET,NEW YORK
June,DFTA,Housing - Low Income Senior,Senior Address,,BROOKLYN
June,HPD,APPLIANCE,RESIDENTIAL BUILDING,CONCORD AVENUE,BRONX
June,DOT,Street Condition,Street,WEST END AVENUE,NEW YORK
June,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,EAST   99 STREET,NEW YORK
June,DSNY,Dirty Conditions,Sidewalk,,BROOKLYN
June,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,WEST 136 STREET,NEW YORK
June,NYPD,Illegal Parking,Street/Sidewalk,HALES AVENUE,STATEN ISLAND
June,DEP,Air Quality,,35 STREET,Astoria
June,NYPD,Noise - Residential,Residential Building/House,MARCUS GARVEY BOULEVARD,BROOKLYN
June,DOHMH,Unsanitary Animal Pvt Property,1-2 Family Dwelling,MURDOCK AVENUE,Queens Village
June,NYPD,Noise - Residential,Residential Building/House,87 ROAD,WOODHAVEN
June,NYPD,Illegal Parking,Street/Sidewalk,SOUTH 9 STREET,BROOKLYN
June,DEP,Noise,,4 STREET,BROOKLYN
June,DPR,Violation of Park Rules,Park,,BRONX
June,NYPD,Noise - Residential,Residential Building/House,HULL STREET,BROOKLYN
June,NYPD,Noise - Commercial,Club/Bar/Restaurant,AMSTERDAM AVENUE,NEW YORK
June,DOT,Street Light Condition,,AUSTIN STREET,Kew Gardens
June,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,GATES AVENUE,BROOKLYN
June,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,ELLWOOD STREET,NEW YORK
June,NYPD,Noise - Residential,Residential Building/House,74 STREET,BROOKLYN
June,NYPD,Blocked Driveway,Street/Sidewalk,QUENTIN ROAD,BROOKLYN
June,DOT,Street Condition,,5 AVENUE,NEW YORK
June,HPD,HPD Literature Request,,,
June,DOT,Street Condition,,,STATEN ISLAND
June,HPD,ELECTRIC,RESIDENTIAL BUILDING,BARNES AVENUE,BRONX
June,DPR,Damaged Tree,Street,,BROOKLYN
June,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,LONGWOOD AVENUE,BRONX
June,DPR,Damaged Tree,Street,AVENUE N,BROOKLYN
June,DPR,Dead/Dying Tree,Street,79 STREET,BROOKLYN
June,HRA,Benefit Card Replacement,NYC Street Address,,
June,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,WYTHE PLACE,BRONX
June,DOT,Street Light Condition,,,BROOKLYN
June,DPR,Root/Sewer/Sidewalk Condition,Street,62 AVENUE,FLUSHING
June,DEP,Water System,,,
June,DOB,Building/Use,,NARROWS AVENUE,BROOKLYN
June,DEP,Noise,,HAVEMEYER STREET,BROOKLYN
June,NYPD,Noise - Residential,Residential Building/House,85 AVENUE,WOODHAVEN
June,DSNY,Derelict Bicycle,Street,FIRST AVENUE,NEW YORK
June,DPR,Root/Sewer/Sidewalk Condition,Street,93 ROAD,QUEENS VILLAGE
June,DOT,Broken Muni Meter,Street,,NEW YORK
June,HPD,PLUMBING,RESIDENTIAL BUILDING,GRAND CONCOURSE,BRONX
June,DOT,Street Light Condition,,PARKSIDE AVE,
June,NYPD,Traffic,Street/Sidewalk,,BRONX
June,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,COLUMBUS AVENUE,NEW YORK
June,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,EAST  205 STREET,BRONX
June,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,HIGHLAND AVENUE,Jamaica
June,NYPD,Noise - Park,Park/Playground,,NEW YORK
June,NYPD,Illegal Parking,Street/Sidewalk,129 STREET,COLLEGE POINT
June,DSNY,Dirty Conditions,Sidewalk,38 AVENUE,Flushing
June,DEP,Noise,,,BROOKLYN
June,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,ADAM C POWELL BOULEVARD,NEW YORK
June,DHS,Homeless Person Assistance,Park/Playground,CHARLTON ST,NEW YORK
June,DSNY,Adopt-A-Basket,Sidewalk,117 ROAD,Saint Albans
June,DPR,Dead/Dying Tree,Street,EAST 54 STREET,BROOKLYN
June,HPD,PLUMBING,RESIDENTIAL BUILDING,CONVENT AVENUE,NEW YORK
June,DEP,Water System,,SAINT NICHOLAS AVENUE,NEW YORK
June,HPD,ELECTRIC,RESIDENTIAL BUILDING,HUGHES AVENUE,BRONX
June,DOT,Street Light Condition,,HOMECREST AVE,
June,DOF,DOF Property - Reduction Issue,Co-Op Unit,,LITTLE NECK
June,DOT,Traffic Signal Condition,,,STATEN ISLAND
June,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,VICTORY BOULEVARD,STATEN ISLAND
June,DOB,General Construction/Plumbing,,97 AVENUE,
June,HPD,PLUMBING,RESIDENTIAL BUILDING,GRAND AVENUE,BROOKLYN
June,DPR,Dead/Dying Tree,Street,98 STREET,HOWARD BEACH
June,NYPD,Blocked Driveway,Street/Sidewalk,69 AVENUE,FLUSHING
June,HRA,Benefit Card Replacement,NYC Street Address,,
June,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,,NEW YORK
June,DOHMH,Standing Water,Other,RUMSON ROAD,STATEN ISLAND
June,NYPD,Noise - Residential,Residential Building/House,86 ROAD,QUEENS VILLAGE
June,NYPD,Illegal Parking,Street/Sidewalk,63 STREET,BROOKLYN
June,DOT,Street Condition,,CROSS ISLAND PARKWAY,Cambria Heights
June,DOT,Street Light Condition,,,BRONX
June,DPR,Maintenance or Facility,Park,,BROOKLYN
June,NYPD,Derelict Vehicle,Street/Sidewalk,,QUEENS VILLAGE
June,DOT,Broken Muni Meter,Street,,NEW YORK
June,DSNY,Sanitation Condition,Sidewalk,AVENUE U,BROOKLYN
June,HPD,FLOORING/STAIRS,RESIDENTIAL BUILDING,BRYANT AVENUE,BRONX
June,DOF,DOF Literature Request,,,
June,DPR,Maintenance or Facility,Park,,BRONX
June,HRA,Benefit Card Replacement,P.O. Box,,
June,NYPD,Illegal Parking,Street/Sidewalk,,NEW YORK
June,NYPD,Derelict Vehicle,Street/Sidewalk,,BROOKLYN
June,DEP,Water System,,,Jamaica
June,DOT,Street Light Condition,,,BRONX
June,DPR,Agency Issues,,,
June,TLC,For Hire Vehicle Complaint,Street,9 AVENUE,NEW YORK
June,DSNY,Sanitation Condition,Street,5 AVENUE,BROOKLYN
June,DEP,Noise,,WEST   13 STREET,NEW YORK
June,DSNY,Sanitation Condition,Street,,
June,NYPD,Noise - Residential,Residential Building/House,82 STREET,BROOKLYN
July,DOHMH,Rodent,1-2 Family Dwelling,73 STREET,BROOKLYN
July,DPR,New Tree Request,,TOMPKINS AVE,STATEN ISLAND
July,DSNY,Missed Collection (All Materials),Sidewalk,DORIAN COURT,Far Rockaway
July,DOF,DOF Property - Reduction Issue,"1-, 2- and 3- Family Home",,BROOKLYN
July,DSNY,Missed Collection (All Materials),Sidewalk,85 STREET,Howard Beach
July,DOF,DOF Property - Reduction Issue,Co-Op Unit,,BROOKLYN
July,DSNY,Sanitation Condition,Sidewalk,,BRONX
July,DSNY,Sanitation Condition,Sidewalk,BRONX BOULEVARD,BRONX
July,DOF,DOF Property - Request Copy,Property Address,,WOODSIDE
July,DSNY,Sanitation Condition,Street,,Whitestone
July,DOT,Traffic Signal Condition,,,Rego Park
July,NYPD,Noise - Residential,Residential Building/House,91 STREET,WOODHAVEN
July,DEP,Sewer,,TAYLOR AVENUE,BRONX
July,NYPD,Blocked Driveway,Street/Sidewalk,ADEE AVENUE,BRONX
July,DOHMH,Asbestos,Other (Explain Below),LINDEN BOULEVARD,Saint Albans
July,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,FURMAN AVENUE,BRONX
July,NYPD,Illegal Parking,Street/Sidewalk,BERGLUND AVENUE,STATEN ISLAND
July,DEP,Water System,,LIBRARY AVENUE,BRONX
July,DHS,Homeless Person Assistance,House of Worship,CLAREMONT AVENUE,NEW YORK
July,DEP,Noise,,,BROOKLYN
July,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,ELMHURST AVENUE,Elmhurst
July,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,ELMHURST AVENUE,Elmhurst
July,DOB,General Construction/Plumbing,,AMSTERDAM AVENUE,NEW YORK
July,NYPD,Noise - Residential,Residential Building/House,,BRONX
July,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,UNDERCLIFF AVENUE,BRONX
July,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,BEACH AVENUE,BRONX
July,NYPD,Noise - Residential,Residential Building/House,PROSPECT PLACE,BROOKLYN
July,NYPD,Noise - Residential,Residential Building/House,127 STREET,SOUTH OZONE PARK
July,NYPD,Noise - Vehicle,Street/Sidewalk,STERLING STREET,BROOKLYN
July,NYPD,Illegal Parking,Street/Sidewalk,192ND ST,
July,DPR,Damaged Tree,Street,18 AVENUE,BROOKLYN
July,DOT,Highway Condition,Highway,,BROOKLYN
July,HRA,Benefit Card Replacement,NYC Street Address,,
July,DOT,Street Condition,,BEACH   54 STREET,Arverne
July,DPR,Violation of Park Rules,Park,,FAR ROCKAWAY
July,NYPD,Noise - Residential,Residential Building/House,,STATEN ISLAND
July,NYPD,Noise - Residential,Residential Building/House,ERICSSON STREET,EAST ELMHURST
July,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,,BRONX
July,NYPD,Noise - Residential,Residential Building/House,STAFFORD AVENUE,STATEN ISLAND
July,DSNY,Other Enforcement,Sidewalk,FRESH POND ROAD,Ridgewood
July,NYPD,Noise - Vehicle,Street/Sidewalk,EASTBURN AVENUE,BRONX
July,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,202 STREET,HOLLIS
July,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,43 STREET,BROOKLYN
July,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,CHAUNCEY STREET,BROOKLYN
July,NYPD,Noise - Residential,Residential Building/House,LOCKWOOD AVENUE,HOWARD BEACH
July,NYPD,Noise - Residential,Residential Building/House,,NEW YORK
July,NYPD,Illegal Parking,Street/Sidewalk,WEST 12 STREET,BROOKLYN
July,DSNY,Graffiti,Mixed Use,5 AVENUE,BROOKLYN
July,NYPD,Blocked Driveway,Street/Sidewalk,ST MARKS PLACE,STATEN ISLAND
July,NYPD,Noise - Residential,Residential Building/House,ROBINSON AVENUE,BRONX
July,NYPD,Blocked Driveway,Street/Sidewalk,9 STREET,LONG ISLAND CITY
July,NYPD,Noise - Residential,Residential Building/House,ADRIANNE LANE,STATEN ISLAND
July,NYPD,Noise - Vehicle,Street/Sidewalk,,BRONX
July,NYPD,Noise - Residential,Residential Building/House,EAST 53 STREET,BROOKLYN
July,DOT,Street Condition,Street,,BRONX
July,DHS,Homeless Person Assistance,Street/Sidewalk,BROADWAY,NEW YORK
July,DEP,Sewer,,OTTO ROAD,Ridgewood
July,DHS,Homeless Person Assistance,Park/Playground,COLUMBUS CIRCLE,NEW YORK
July,DOT,Street Condition,Street,WEST 183 STREET,NEW YORK
July,DEP,Sewer,,134 STREET,South Richmond Hill
July,DOT,Street Light Condition,,,Bayside
July,DOT,Street Condition,Street,7 AVENUE,BROOKLYN
July,DPR,Damaged Tree,Street,KINGSLAND AVENUE,BRONX
July,HPD,WATER LEAK,RESIDENTIAL BUILDING,HOE AVENUE,BRONX
July,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,EMMONS AVENUE,BROOKLYN
July,DEP,Noise,,COLUMBUS CIRCLE,NEW YORK
July,DSNY,Dirty Conditions,Sidewalk,,BRONX
July,DOHMH,Food Establishment,Restaurant/Bar/Deli/Bakery,AVENUE U,BROOKLYN
July,NYPD,Blocked Driveway,Street/Sidewalk,WEST 174 STREET,BRONX
